,Elevation,Aspect,Slope,Horizontal_Distance_To_Hydrology,Vertical_Distance_To_Hydrology,Horizontal_Distance_To_Roadways,Hillshade_9am,Hillshade_Noon,Hillshade_3pm,Horizontal_Distance_To_Fire_Points,Soil_Type,Wilderness_Area,Cover_Type
452,2616,89,11,30,0,2144,237,222,115,2631,17,3,6
453,2893,205,13,234,34,2371,212,252,172,2270,26,3,2
454,2726,216,24,330,118,1793,189,254,191,1429,4,3,2
455,2740,281,8,30,4,1952,199,241,182,774,31,3,5
456,2546,16,23,170,71,2251,193,184,121,659,10,3,6
457,3180,29,25,600,184,706,203,178,100,1924,30,1,7
458,2584,28,13,182,40,900,215,212,131,1338,9,1,2
459,2429,58,31,108,47,696,224,160,46,684,10,3,6
460,3296,97,31,67,23,2145,251,178,30,774,39,3,7
461,3100,35,22,730,75,1855,212,186,101,2070,33,3,1
462,2837,358,7,234,85,3486,209,227,156,5999,12,1,1
463,2291,109,27,277,110,1099,254,199,55,1231,3,4,4
464,2830,88,13,210,63,1722,239,218,107,1727,33,3,5
465,2316,128,16,210,75,175,245,228,107,1681,3,4,4
466,2926,114,6,120,13,4694,232,233,135,3829,23,1,1
467,2337,109,33,258,112,534,254,183,28,1764,3,4,4
468,2247,101,2,0,0,1556,223,236,148,1050,17,4,4
469,2756,70,31,30,-19,153,235,163,36,1383,29,1,5
470,3106,294,30,120,39,2084,122,217,227,3238,29,1,1
471,2925,107,5,67,9,1657,229,234,139,1245,29,1,1
472,2799,111,14,162,45,1963,243,224,107,828,31,3,5
473,2190,39,26,240,60,603,212,175,85,212,10,4,6
474,3444,76,33,153,47,2470,239,161,26,3747,39,1,7
475,2766,114,6,30,1,716,230,234,138,2569,11,3,5
476,2755,84,22,124,61,150,245,196,70,1302,29,1,5
477,2332,46,20,30,9,1140,222,192,97,874,10,4,6
478,2815,91,9,30,-5,808,235,226,122,162,29,1,5
479,2729,307,12,67,1,1899,186,233,186,659,31,3,5
480,2274,112,27,201,63,616,254,200,55,1676,3,4,4
481,3139,52,28,566,230,2262,221,168,62,2220,33,3,1
482,3102,254,31,210,71,2380,137,242,233,1606,33,3,2
483,2776,53,29,323,105,335,221,163,56,2014,29,1,5
484,3399,276,15,949,214,4681,179,242,202,2868,39,3,7
485,3149,123,27,60,-3,1320,253,207,62,2317,30,1,1
486,2161,113,32,458,142,524,254,188,34,390,1,4,3
487,2799,232,20,108,37,981,183,253,203,1677,13,3,5
488,3268,310,12,192,45,4710,186,231,185,2731,32,3,1
489,3144,101,21,335,86,3302,249,206,75,582,33,3,1
490,2753,109,19,60,-3,2771,248,216,88,2213,29,1,5
491,2413,140,4,576,93,655,225,238,148,1158,6,4,3
492,2615,107,16,457,-24,708,246,219,98,649,2,3,5
493,3188,325,15,0,0,726,182,223,180,1072,24,2,2
494,2876,109,28,127,33,1273,254,196,50,1507,33,3,1
495,3302,138,18,256,78,2922,244,231,108,3126,39,3,7
496,2122,341,23,175,117,234,165,198,168,564,10,4,3
497,2435,284,30,300,-7,451,123,224,233,1840,10,4,3
498,3157,79,8,212,2,5162,231,225,126,2791,29,1,2
499,2982,10,18,30,7,4562,197,200,136,2538,23,1,1
500,2326,57,16,0,0,300,229,203,102,1249,14,4,4
501,2953,13,18,182,18,4964,199,199,133,1919,29,1,5
502,3252,63,12,95,0,3443,230,216,117,3855,38,1,7
503,2725,8,7,0,0,1259,212,227,152,2233,17,3,5
504,2861,274,15,30,2,1982,178,242,203,1360,23,3,5
505,3036,173,27,335,76,1811,225,241,130,2197,33,3,2
506,3205,60,5,570,63,2797,224,229,140,4817,39,1,1
507,1977,87,41,30,23,60,241,140,0,134,1,4,3
508,2067,103,21,0,0,853,250,208,76,182,1,4,4
509,2571,38,11,120,3,1725,220,216,130,1871,2,3,6
510,2368,3,18,90,57,1142,193,203,145,1106,10,4,3
511,2463,254,22,201,48,552,163,248,219,335,10,4,6
512,2314,321,21,330,171,1068,162,215,190,480,10,4,3
513,2533,71,9,150,-3,577,230,223,126,5552,18,1,5
514,3487,14,28,390,53,2599,182,172,115,2324,40,1,1
515,2758,61,24,295,92,313,231,182,69,2162,29,1,5
516,3385,288,10,210,36,2221,193,239,186,2488,38,3,7
517,2120,107,34,90,48,664,254,178,21,0,3,4,4
518,2394,350,12,42,2,845,198,220,160,1020,16,4,6
519,3234,341,19,255,60,1853,177,208,168,1931,33,2,2
520,2556,334,21,85,28,819,168,208,176,1155,10,3,5
521,3187,161,19,90,19,886,235,241,129,2630,22,1,2
522,3278,31,11,0,0,2529,217,216,133,1697,24,3,1
523,2712,189,16,270,105,2032,219,250,160,2605,4,3,3
524,3259,51,12,0,0,2819,226,214,120,1756,38,3,7
525,3238,135,9,402,25,5563,235,236,133,1332,22,1,1
526,3447,121,1,30,-1,3198,221,237,152,2448,35,1,7
527,2866,141,19,162,53,2197,244,231,108,1026,13,3,5
528,2307,337,17,0,0,1342,181,215,171,847,17,4,6
529,3054,1,16,300,4,3985,196,209,149,3627,29,1,1
530,2817,39,21,212,61,1423,216,190,101,1507,24,3,2
531,3414,310,18,499,73,1708,168,225,196,618,39,3,7
532,3061,313,10,60,18,162,192,232,180,474,22,2,1
533,2260,47,28,30,24,1376,217,168,69,866,10,4,3
534,2862,291,11,124,-18,1604,190,238,188,1421,23,3,5
535,2741,109,19,247,109,277,249,214,85,541,30,1,5
536,2001,103,46,90,66,120,244,138,0,361,1,4,3
537,2503,157,4,67,4,674,224,240,151,5600,18,1,5
538,2728,165,18,134,22,450,233,243,133,677,30,1,5
539,2996,98,11,255,31,1302,238,224,115,1968,22,3,2
540,2175,332,23,180,46,573,159,204,180,218,10,4,6
541,2516,180,34,256,112,1262,211,237,132,1103,4,3,3
542,2232,169,34,0,0,1465,223,230,110,892,1,4,4
543,2744,123,20,277,64,1842,249,221,91,2248,10,3,2
544,3133,208,22,212,83,2611,200,254,181,1019,23,3,2
545,2962,5,22,150,31,2215,186,191,137,1584,33,3,1
546,3190,313,16,67,7,4124,175,226,191,2162,23,3,1
547,2084,275,8,30,0,1256,199,242,182,541,17,4,4
548,1944,33,22,0,0,30,210,187,104,277,10,4,3
549,3230,297,11,210,87,4776,190,237,186,866,29,1,1
550,2981,162,20,319,76,750,235,241,127,1842,33,3,2
551,3073,87,16,108,13,2239,242,212,96,1290,30,1,1
552,2270,53,9,430,112,1421,226,220,128,902,2,4,3
553,2388,183,5,42,-12,1310,221,243,157,785,10,3,3
554,3276,272,14,591,169,4374,183,244,199,1132,29,1,2
555,2942,356,7,67,13,3427,209,227,157,2596,29,1,2
556,2565,84,5,335,20,1243,227,231,139,1368,2,3,5
557,2749,285,5,342,49,1406,207,240,172,1964,11,3,5
558,2636,24,19,67,18,2130,206,194,119,918,10,3,2
559,3475,36,25,750,260,2420,209,175,89,1806,40,1,1
560,2215,193,12,0,0,1110,219,249,163,450,1,4,4
561,2369,17,28,30,14,1092,185,169,108,793,10,4,6
562,2535,339,18,67,5,1410,178,211,170,1383,10,3,6
563,3311,356,12,573,115,2759,200,218,155,2210,38,3,7
564,2825,83,25,190,79,865,245,188,57,1291,13,3,5
565,2582,45,7,426,20,1392,222,225,138,1643,11,3,5
566,2384,81,11,240,90,1050,235,221,117,661,6,4,4
567,2304,143,18,255,121,1242,243,234,113,1082,6,4,4
568,2219,110,10,0,0,1159,237,230,123,301,17,4,4
569,3041,31,6,331,33,2467,219,228,145,810,29,1,2
570,3198,356,12,484,102,3215,200,218,155,2654,31,3,1
571,3462,239,10,979,194,3502,202,249,184,495,38,3,1
572,2597,213,25,182,69,1006,189,254,189,1250,4,3,3
573,2381,332,20,351,111,870,170,211,178,1050,6,4,6
574,2624,5,22,120,17,1722,186,192,138,2779,10,3,6
575,2236,168,19,150,55,1084,231,244,135,1214,3,4,4
576,2095,8,9,30,-3,1385,210,223,150,845,17,4,4
577,2377,253,16,272,83,1092,183,249,203,690,6,4,4
578,2245,358,8,0,0,1575,208,225,155,1020,17,4,4
579,3227,187,34,371,104,2683,202,240,144,3132,29,1,2
580,2466,287,15,361,196,1167,176,238,202,612,10,4,3
581,3178,39,23,95,24,2438,214,183,94,1490,24,3,1
582,3429,22,10,272,90,1752,214,218,140,1167,38,3,7
583,3220,321,10,60,13,1324,194,230,176,2730,23,3,1
584,2425,5,20,170,34,488,190,197,140,1243,11,4,6
585,2833,75,23,218,111,1883,241,189,66,716,13,3,5
586,2768,30,11,618,34,210,216,215,133,871,11,3,5
587,3261,281,14,757,190,3375,181,241,200,2012,31,3,1
588,3232,109,19,218,17,1543,249,214,85,2491,30,1,1
589,2353,114,8,424,160,1015,235,232,129,1370,6,4,4
590,3674,357,15,1154,319,5239,196,212,153,3692,40,3,7
591,2331,11,9,361,148,1321,211,222,148,1047,6,4,4
592,2102,318,24,42,21,741,149,210,197,933,10,4,6
593,2917,107,5,210,33,3413,229,234,139,2125,12,1,2
594,3187,2,12,424,35,1129,203,216,151,2430,23,2,1
595,3364,88,16,42,8,2744,242,212,95,646,35,3,7
596,2434,11,14,408,164,955,204,210,141,977,6,4,6
597,3301,157,34,240,144,1323,235,222,87,834,39,3,7
598,2777,178,29,247,111,2072,218,242,136,2214,4,3,3
599,2199,325,11,376,144,537,191,227,176,459,10,4,3
600,2400,106,27,150,63,342,253,196,51,811,4,3,3
601,2063,319,31,67,26,430,125,194,200,576,10,4,6
602,2887,96,28,450,241,469,251,187,44,1872,30,1,5
603,3308,99,16,395,23,1579,244,217,98,2093,38,1,1
604,2727,52,17,0,0,1332,226,202,103,2278,23,1,5
605,2415,12,22,201,64,607,192,189,127,1167,10,4,3
606,2153,121,29,60,27,1262,254,203,56,618,3,4,4
607,2244,324,20,85,16,1249,166,214,186,685,10,4,6
608,2507,40,7,153,10,930,221,224,138,5221,18,1,5
609,2216,57,23,0,0,1395,229,184,77,967,17,4,4
610,3074,101,15,67,13,1283,244,218,99,1660,13,3,1
611,2144,97,34,120,93,457,251,169,17,212,3,4,4
612,2412,35,18,67,11,1205,215,198,113,891,10,3,6
613,2715,214,29,210,-20,990,179,252,193,703,3,3,2
614,2868,140,13,60,0,1708,239,236,125,2081,4,3,5
615,2706,87,29,108,54,120,247,179,40,1115,30,1,5
616,2684,32,20,150,53,1110,211,193,111,1848,33,3,2
617,3295,332,22,283,63,1945,165,207,179,469,39,3,7
618,2597,321,28,192,105,806,136,199,196,361,33,3,6
619,2439,128,8,371,83,824,234,235,132,1165,2,4,6
620,3243,169,17,331,98,547,231,245,140,2613,32,2,1
621,2821,58,21,212,-19,295,230,192,86,1455,29,1,5
622,2557,37,18,95,24,216,216,197,110,1477,10,3,6
623,2759,26,7,297,28,2881,217,225,144,5168,12,1,2
624,2339,83,4,30,6,443,225,233,143,1409,1,4,6
625,2965,72,14,361,6,4509,235,212,105,3383,29,1,2
626,3092,147,21,335,76,1800,243,232,107,2175,33,3,1
627,2756,48,23,120,98,124,221,183,84,1240,30,1,5
628,2385,348,22,446,115,955,174,199,160,1140,10,4,6
629,2828,216,25,60,14,1315,187,254,192,2624,4,3,5
630,3018,49,14,631,22,3936,225,208,114,4569,29,1,2
631,2181,135,22,0,0,1189,248,225,93,1104,3,4,4
632,2988,285,18,95,17,1438,168,237,208,1871,32,3,2
633,2446,344,17,30,5,552,184,212,165,1317,16,4,6
634,2529,190,13,283,44,900,220,249,161,999,2,3,3
635,3214,2,8,124,8,5555,209,225,154,924,22,1,1
636,3245,53,2,234,18,4261,221,234,150,2335,38,1,7
637,2314,305,28,212,103,1008,134,213,214,108,10,4,3
638,3287,212,13,417,134,1634,209,252,177,4091,32,2,1
639,3405,27,13,591,166,3132,214,212,132,2071,39,3,7
640,3390,51,10,190,41,2876,225,219,127,1513,38,3,7
641,2177,316,22,60,24,1033,155,215,197,741,10,4,3
642,3323,5,11,525,89,721,206,219,150,1653,31,3,7
643,2996,358,7,408,69,4661,210,227,156,1879,29,1,2
644,2763,357,23,201,66,2728,177,192,147,2032,29,1,2
645,2939,243,24,400,41,5619,164,250,217,5753,29,1,2
646,2857,83,6,30,2,3156,229,230,135,4129,23,1,2
647,2803,51,6,0,0,721,223,226,138,153,30,1,5
648,2188,119,28,30,14,1401,254,202,55,524,2,4,6
649,2435,341,18,67,10,644,180,211,168,1221,10,4,6
650,2837,112,8,272,16,3649,235,231,128,6221,12,1,2
651,3003,135,1,361,86,4354,220,238,155,2088,12,1,2
652,2819,182,25,90,38,992,218,246,146,3074,4,3,5
653,3281,39,15,300,116,3510,219,207,119,2098,39,3,7
654,3410,310,7,470,41,1979,201,235,174,684,38,3,7
655,3243,332,14,134,18,1805,187,222,174,390,39,3,7
656,2888,234,13,95,2,1888,198,251,189,1537,23,3,5
657,2795,18,10,658,61,330,212,218,142,994,11,3,5
658,2117,101,33,95,49,569,253,177,26,95,3,4,4
659,3375,206,7,60,-4,2873,216,247,166,511,38,3,7
660,2376,315,23,150,84,454,153,214,199,680,10,4,3
661,2680,93,29,95,48,124,250,183,40,732,30,1,5
662,2983,5,5,400,-6,3406,213,230,154,5600,20,1,2
663,2132,252,14,30,2,940,188,249,198,1438,17,4,4
664,2700,103,5,309,31,853,229,233,138,395,2,3,3
665,2976,85,23,95,72,2436,246,193,64,836,22,3,1
666,2700,356,19,42,5,1263,186,203,152,570,24,3,6
667,3307,198,29,192,72,2315,197,249,168,706,39,3,7
668,3256,279,25,361,80,4179,146,234,224,2289,38,3,1
669,2406,326,18,0,0,1283,172,217,183,324,10,4,6
670,2840,277,4,0,0,1390,209,240,169,1379,23,3,1
671,2712,161,9,450,-23,573,230,242,144,700,34,3,2
672,2620,202,15,190,20,3019,211,252,172,1994,11,3,5
673,2977,94,8,466,12,4283,232,229,129,4676,12,1,2
674,2057,202,19,0,0,942,208,253,173,379,17,4,4
675,2939,104,19,150,41,2307,248,213,86,571,13,3,5
676,2502,86,20,283,108,785,245,201,77,959,10,3,6
677,3055,75,7,90,0,2875,229,226,130,1583,32,3,1
678,2952,0,4,30,2,2046,214,232,156,1471,29,1,1
679,2264,99,29,180,67,658,252,186,40,1634,3,4,4
680,2620,211,11,42,12,1527,211,250,174,323,4,3,3
681,2352,41,9,0,0,789,221,220,133,1116,14,4,4
682,3234,85,10,124,27,1878,235,222,118,228,35,3,7
683,3419,34,7,190,71,1032,219,224,141,1036,40,2,7
684,3235,333,6,108,5,4596,205,232,165,731,39,1,1
685,2093,247,23,127,64,402,164,250,218,552,1,4,3
686,3296,49,5,0,0,3421,222,229,142,2508,23,3,7
687,3446,62,30,170,9,3413,230,165,47,2687,37,1,7
688,1889,28,22,150,23,120,205,185,108,759,1,4,6
689,2836,344,19,212,41,1725,178,206,165,1648,13,3,6
690,2311,111,26,255,117,907,253,202,59,1416,3,4,4
691,3195,138,11,30,-7,2854,237,236,129,2493,29,1,7
692,2837,65,12,607,107,2937,231,216,116,1698,10,3,2
693,2296,38,13,0,0,1044,219,211,124,832,14,4,4
694,2714,322,24,272,103,1900,151,208,193,2461,10,3,6
695,2669,45,6,30,-2,1476,222,227,140,1397,10,3,5
696,2608,94,7,30,-3,2112,231,230,132,2249,11,3,3
697,2759,350,4,0,0,853,212,233,158,2228,17,3,5
698,2055,108,2,0,0,865,221,237,151,256,1,4,4
699,2344,121,35,360,50,1126,253,189,31,666,6,4,4
700,2748,36,8,576,29,120,220,221,137,785,11,3,5
701,2413,229,18,360,143,1027,190,254,197,361,10,4,6
702,2356,117,21,339,159,876,251,215,81,1473,6,4,4
703,2298,174,9,0,0,1290,226,245,152,892,17,4,4
704,2531,96,9,297,48,120,234,228,125,1880,6,4,3
705,2553,144,7,0,0,1383,230,239,142,1321,2,3,3
706,2696,110,6,60,1,60,230,234,138,828,11,3,5
707,2980,162,7,150,18,1584,227,242,148,2236,23,3,2
708,2321,139,14,426,27,1323,240,235,122,932,2,4,4
709,2630,266,22,85,25,1316,157,243,221,1050,23,3,5
710,2376,253,20,90,23,67,171,249,213,30,2,3,6
711,2924,173,29,680,258,2224,224,239,126,1812,4,3,7
712,3346,72,8,350,24,997,230,224,127,2616,31,3,7
713,2961,179,9,722,129,564,224,246,154,1530,4,3,5
714,2140,333,20,0,0,960,170,210,177,391,1,4,4
715,3754,6,18,1041,345,4923,195,203,142,3059,40,3,7
716,3721,342,10,953,275,5374,198,224,165,3491,40,3,7
717,2078,326,9,0,0,1342,198,230,172,666,17,4,4
718,3207,90,9,240,0,2067,233,227,125,2888,29,1,7
719,3330,76,32,90,73,4063,240,162,27,4071,39,1,7
720,2654,78,11,272,7,1116,234,220,116,258,23,1,2
721,2730,29,12,342,51,2394,216,214,133,1869,32,3,6
722,2708,67,16,95,37,120,234,207,100,2055,29,1,5
723,2739,131,14,242,75,1620,242,232,116,908,30,1,5
724,2113,55,30,134,69,309,223,161,50,365,10,4,4
725,3244,326,5,750,53,3730,207,234,166,2460,23,1,1
726,3162,53,20,514,137,2072,226,194,93,1861,33,3,1
727,3143,163,19,1092,176,3161,234,242,130,1964,33,3,2
728,2316,83,11,0,0,960,235,221,116,927,5,4,4
729,3214,137,11,212,43,3778,237,236,129,1800,32,3,2
730,3191,104,22,474,174,3456,250,207,73,1951,33,3,1
731,2168,316,15,0,0,1034,179,226,187,685,14,4,4
732,3381,283,11,395,59,3902,191,241,190,2081,38,3,7
733,2947,351,23,240,134,270,172,194,155,808,30,1,2
734,2225,34,37,150,95,1116,189,136,56,1544,10,4,3
735,2381,40,4,0,0,577,220,231,148,1413,6,4,4
736,2454,291,16,297,128,342,174,236,202,430,10,4,3
737,3072,62,14,0,0,741,231,211,109,1440,30,1,1
738,3149,119,22,335,-70,1410,251,215,81,2263,22,1,1
739,3001,112,9,150,36,285,235,231,127,1034,22,1,1
740,2893,114,16,108,30,5066,245,223,102,4340,29,1,2
741,3447,81,14,750,214,2256,238,215,106,1510,39,1,7
742,2277,108,26,90,36,309,253,198,55,1774,3,4,4
743,3379,42,6,30,3,2698,221,227,141,2278,39,1,7
744,2377,70,14,300,133,1249,235,212,106,1187,2,4,3
745,3368,147,21,218,73,872,243,232,108,1084,24,2,7
746,2126,345,7,0,0,882,206,229,161,601,14,4,4
747,2158,331,35,170,110,212,118,173,182,849,10,4,3
748,2253,170,5,0,0,404,224,242,153,474,10,4,4
749,2254,80,14,67,7,1273,238,213,102,618,2,4,6
750,3155,111,7,395,21,4447,233,232,131,1995,29,1,2
751,2631,90,31,60,22,1423,249,175,31,1396,3,3,3
752,2287,163,6,0,0,255,226,242,150,484,11,4,4
753,2143,324,36,124,76,547,107,176,195,812,10,4,6
754,2976,315,19,319,58,4779,165,220,194,1917,29,1,2
755,2354,124,33,190,113,297,253,196,42,1834,3,4,4
756,3077,123,5,30,-3,1959,228,236,142,2029,23,1,1
757,2773,355,10,492,96,2801,203,222,157,1448,32,3,5
758,2070,192,28,30,9,916,206,248,159,488,1,4,4
759,2552,47,26,0,0,730,219,175,76,1383,10,3,6
760,2971,340,15,85,18,4734,187,217,168,1131,29,1,2
761,2480,13,9,469,82,541,212,222,148,1053,6,4,6
762,2400,94,20,192,34,648,247,205,78,638,1,4,3
763,3366,5,20,342,169,4313,191,198,141,3887,40,3,7
764,2429,269,18,42,2,1360,169,244,212,726,10,4,2
765,3303,123,17,277,79,2881,247,224,100,3140,39,3,7
766,2609,14,12,300,7,1723,209,216,143,920,10,3,6
767,2830,11,13,42,8,3197,206,213,143,4883,24,1,2
768,2962,153,7,30,0,1622,229,241,144,3544,23,1,1
769,2817,32,15,390,74,2561,216,207,124,2613,29,1,2
770,2162,322,8,0,0,1187,200,232,172,780,17,4,4
771,2022,302,29,30,17,85,129,213,218,780,17,4,3
772,3338,356,17,124,29,4488,192,208,153,4046,39,1,7
773,2746,67,31,85,-19,153,232,161,37,2340,30,1,5
774,2113,85,20,0,0,690,244,201,78,735,5,4,4
775,2485,252,26,162,58,1318,152,247,225,646,10,4,6
776,2743,284,9,331,42,1374,195,241,185,1984,11,3,5
777,2943,169,1,60,-2,5460,220,239,156,2147,23,1,1
778,2306,276,6,0,0,1262,203,241,178,1343,10,4,4
779,2520,36,14,420,154,876,218,207,122,1368,10,4,3
780,3267,319,4,270,22,5675,208,235,166,592,22,1,1
781,2148,121,18,30,6,1240,248,223,96,1206,1,4,4
782,3233,355,31,661,121,1276,154,170,142,1532,39,3,7
783,3220,27,22,127,21,1689,205,186,109,454,39,3,7
784,3274,0,13,1154,257,2145,200,215,152,2030,38,3,7
785,2759,17,25,212,108,1199,190,178,115,1087,33,3,2
786,2579,132,6,300,-15,67,230,237,140,6031,29,1,2
787,2751,270,2,0,0,3068,214,239,163,2912,23,1,1
788,2727,68,26,124,18,190,236,179,59,2052,30,1,5
789,2462,353,20,283,106,700,182,202,155,1235,10,4,3
790,2652,45,1,350,119,492,219,236,155,1423,2,3,3
791,3209,72,26,323,40,1295,239,179,55,1290,30,1,7
792,2205,75,26,175,79,1231,241,183,57,618,10,4,4
793,3055,80,13,120,15,1237,237,217,109,2136,29,1,2
794,2808,10,11,618,76,3361,208,218,146,2694,10,3,1
795,3427,313,12,242,19,5099,189,231,182,3991,38,3,7
796,3008,205,13,726,112,5907,212,251,172,5586,29,1,2
797,2770,69,31,95,-35,190,234,162,35,2311,30,1,5
798,2347,117,4,30,2,1342,227,236,143,525,6,4,3
799,2141,49,32,182,90,247,215,155,51,421,10,4,6
800,3120,173,8,234,42,124,225,244,152,3409,22,2,1
801,2828,95,14,382,78,1722,241,219,104,765,31,3,5
802,2326,103,24,382,145,1134,252,200,62,1235,6,4,4
803,2966,173,32,759,138,4334,220,236,122,1499,33,3,2
804,2813,117,13,90,11,964,241,228,114,2038,29,1,2
805,2328,160,7,404,34,1307,228,242,147,930,2,4,4
806,3036,31,18,0,0,1087,213,198,116,2407,24,3,1
807,2454,97,11,323,182,1167,239,224,114,792,6,4,3
808,3021,357,33,300,16,2249,150,161,134,3007,31,3,2
809,2677,82,22,85,23,192,244,195,70,636,30,1,5
810,2744,118,18,42,13,1531,248,221,95,2334,12,1,2
811,3455,0,6,524,116,1745,212,229,155,1256,40,3,7
812,2544,311,25,190,73,698,144,212,205,573,10,3,6
813,2972,37,7,90,16,4242,220,224,139,920,23,1,2
814,2290,35,10,201,34,720,219,219,135,569,2,4,3
815,2688,0,0,182,-5,1477,218,238,156,1630,11,3,2
816,2944,254,9,0,0,1760,200,246,185,1405,19,3,5
817,2967,333,19,408,39,3231,173,212,177,1952,24,3,1
818,2283,272,26,85,28,541,143,237,228,1772,4,4,3
819,2011,8,15,30,2,240,202,209,143,295,14,4,4
820,2777,36,9,525,43,180,220,221,136,845,11,3,5
821,2434,3,20,306,91,700,190,199,142,636,10,4,6
822,2855,154,6,108,17,2635,227,241,147,2505,30,1,1
823,3418,59,1,256,8,1008,220,235,152,953,40,2,7
824,3145,54,11,516,64,1276,226,216,122,2565,32,3,1
825,3217,18,4,0,0,3024,217,231,152,2312,38,1,7
826,2746,90,33,162,97,180,248,168,22,2601,30,1,5
827,2255,12,10,0,0,395,210,220,146,671,16,4,4
828,3389,323,12,90,13,2529,188,227,178,2551,38,3,7
829,2248,345,8,0,0,1194,204,227,162,721,14,4,4
830,2957,317,10,457,42,2877,194,231,178,1455,31,3,2
831,3358,141,23,418,-4,497,246,227,96,792,32,2,1
832,2668,41,17,283,68,1276,219,200,110,2240,30,1,2
833,2058,28,32,342,-5,430,191,155,82,962,5,4,6
834,2383,101,37,277,155,1672,251,163,0,295,3,4,3
835,3397,47,11,216,48,2931,224,217,126,1476,38,3,7
836,3047,85,15,573,58,1433,240,213,99,2483,29,1,2
837,1993,15,42,85,72,108,148,120,78,366,10,4,3
838,3175,48,6,446,80,4978,223,227,140,2103,29,1,1
839,2871,308,26,150,50,1036,138,212,209,1362,33,3,1
840,2695,148,17,60,7,1597,241,236,118,824,30,1,2
841,2564,99,6,256,59,1024,230,232,136,1513,4,3,3
842,2092,262,17,309,84,417,176,246,208,242,5,4,3
843,3025,62,16,484,58,4821,232,205,101,1398,29,1,1
844,3419,62,5,787,190,780,224,230,142,323,40,2,7
845,2595,1,14,390,108,782,199,213,150,1026,10,4,3
846,3269,159,22,201,85,1756,237,238,119,404,39,3,7
847,1964,233,31,90,42,240,153,249,218,787,1,4,6
848,2614,4,18,150,58,1347,193,201,143,664,11,3,3
849,3067,133,11,242,43,3491,237,235,127,2771,30,1,1
850,2289,160,20,120,35,339,236,240,124,446,4,4,3
851,2690,88,21,67,23,212,246,201,74,589,30,1,5
852,3321,354,15,60,12,4414,193,212,156,4002,38,1,7
853,3361,190,11,127,11,4324,220,248,161,3376,33,3,7
854,2544,39,17,0,0,824,218,199,111,979,20,3,6
855,3365,221,9,170,0,4501,209,249,176,3601,35,3,7
856,2249,127,24,30,8,417,251,216,78,1861,3,4,4
857,2621,320,25,212,98,1040,148,207,195,589,33,3,6
858,2552,23,8,30,1,331,216,223,144,1226,17,3,6
859,2704,95,20,0,0,240,247,207,80,541,30,1,5
860,2766,133,9,150,26,1682,235,236,131,2218,12,1,2
861,2512,321,13,218,81,1194,186,227,180,474,6,4,6
862,2575,104,2,339,26,1368,222,236,150,1529,2,3,5
863,2276,178,18,255,96,1158,225,248,149,1165,3,4,4
864,3266,72,9,283,-31,1804,231,223,125,1146,39,3,7
865,2722,315,24,30,19,3216,148,212,200,6132,16,1,1
866,2617,173,12,0,0,1249,227,246,149,845,2,3,5
867,2308,11,32,153,38,664,168,157,110,630,10,4,6
868,3017,20,20,162,26,2271,202,194,123,4201,29,1,1
869,2710,66,32,90,53,95,232,160,0,1345,30,1,5
870,2626,316,19,67,29,1292,167,221,192,1350,33,3,6
871,3075,310,4,0,0,1965,209,237,167,1253,21,3,1
872,2230,120,8,0,0,1415,234,234,132,573,1,4,4
873,3057,90,8,390,16,2783,232,228,129,6452,29,1,1
874,2827,330,18,404,86,531,174,215,180,2321,24,1,2
875,3532,60,12,150,39,1405,229,215,118,1064,40,2,7
876,3400,13,13,577,161,3164,207,212,141,2042,39,3,7
877,2378,329,15,313,108,828,183,221,177,1022,6,4,6
878,2161,19,24,42,18,1279,196,183,115,514,10,4,6
879,3003,92,22,270,-38,579,247,201,72,573,29,1,1
880,3221,72,13,655,14,1825,235,214,109,2631,32,3,1
881,2126,2,36,30,15,618,146,147,120,417,14,4,3
882,2096,86,42,60,45,408,240,137,0,256,3,4,4
883,2828,86,15,182,62,1645,241,214,99,1608,33,3,5
884,3388,47,9,175,14,3852,223,220,131,2821,39,3,7
885,3258,158,15,212,34,3204,235,241,133,2102,29,1,7
886,3220,81,6,722,196,2656,228,230,136,3136,31,3,1
887,2451,16,17,212,39,384,203,202,132,1146,10,4,6
888,3396,228,11,60,0,4261,203,251,183,3653,35,3,7
889,2352,69,12,85,4,420,233,216,113,612,2,4,3
890,2705,144,21,365,71,2442,244,231,106,2232,4,3,3
891,3236,46,16,212,33,1694,223,204,110,503,39,3,7
892,2288,108,25,234,101,1008,253,202,62,1308,3,4,4
893,3672,7,16,1172,317,5161,199,206,142,3610,40,3,7
894,2443,343,22,256,122,319,170,201,166,272,10,4,3
895,2132,73,27,365,172,408,239,179,53,488,1,4,3
896,2207,84,19,67,33,1403,243,204,83,485,2,4,6
897,3195,83,11,366,53,2952,235,221,116,4401,23,1,1
898,3342,14,14,424,103,3240,206,210,139,2377,32,3,7
899,2835,194,20,182,57,1891,213,252,165,2168,13,3,2
900,3156,348,19,277,42,499,180,204,160,1871,22,2,1
901,2264,117,23,108,39,511,252,211,74,1782,3,4,4
902,2760,110,16,67,8,497,246,220,97,309,30,1,5
903,2998,252,12,553,89,5940,193,248,193,3271,29,1,2
904,2390,124,14,0,0,420,242,229,114,426,14,3,6
